timestamp,open,high,low,close,volume,sma_10,ema_10,rsi_14,macd,macd_signal,upper_band,lower_band
2025-01-23 01:00:00,103307.51,103653.84,102588.15,102931.94,1272.26098,,102931.94,,0.0,0.0,,
2025-01-23 02:00:00,102931.94,102983.39,102100.0,102655.34,1943.13807,,102881.64909090908,,-22.064957264941768,-4.412991452988353,,
2025-01-23 03:00:00,102655.34,103007.75,102197.34,102461.25,785.20592,,102805.21289256198,,-54.583827403970645,-14.447158643184812,,
2025-01-23 04:00:00,102461.24,102493.15,101575.5,102075.22,1629.12288,,102672.48691209615,,-110.23395269918547,-33.60451745438495,,
2025-01-23 05:00:00,102075.21,102639.36,102000.0,102532.52,890.29202,,102647.03838262412,,-116.09847875442938,-50.10330971439383,,
2025-01-23 06:00:00,102532.52,102968.31,102209.23,102256.7,596.11322,,102576.06776760155,,-141.37286835604755,-68.35722144272458,,
2025-01-23 07:00:00,102256.71,102803.2,102084.51,102710.27,806.65241,,102600.46817349216,,-123.38143150995893,-79.36206345617146,,
2025-01-23 08:00:00,102710.28,102724.94,102060.0,102215.75,613.31177,,102530.51941467541,,-147.32840912045504,-92.95533258902817,,
2025-01-23 09:00:00,102215.75,102467.73,101650.0,101672.01,896.38504,,102374.42679382532,,-207.7866005916876,-115.92158618956006,,
2025-01-23 10:00:00,101672.0,102072.72,101262.28,101683.61,1022.21944,102319.461,102248.82374040253,,-251.86083492850594,-143.10943593734925,,
2025-01-23 11:00:00,101683.61,102195.03,101683.6,101944.49,682.0455,102220.71599999999,102193.4903330566,,-262.71078109064547,-167.0297049680085,,
2025-01-23 12:00:00,101944.5,102135.05,101401.31,101635.58,878.62297,102118.74,102092.05209068267,,-292.859989267934,-192.1957618279936,,
2025-01-23 13:00:00,101635.59,102709.93,101281.62,102512.28,1288.57422,102123.843,102168.45716510399,,-243.20754565448442,-202.39811859329177,,
2025-01-23 14:00:00,102512.28,106050.86,101989.81,105213.5,5857.46597,102437.671,102722.10131690325,65.7544973194235,13.947474790853448,-159.12899991646276,,
2025-01-23 15:00:00,105213.6,105792.0,102643.49,105263.52,9216.36495,102710.771,103184.17744110266,65.98943903442593,219.25345975752862,-83.4525079816645,,
2025-01-23 16:00:00,105263.52,106850.0,105028.0,105139.18,5160.86951,102999.019,103539.63245181125,67.39690757752754,367.68825185669994,6.77564398600839,,
2025-01-23 17:00:00,105139.18,106230.42,104211.0,105927.78,1979.38581,103320.76999999999,103973.84109693646,72.41315100378219,542.7013994915906,113.96079508712484,,
2025-01-23 18:00:00,105927.78,106142.46,105100.0,105424.39,1193.91319,103641.63399999999,104237.57726112983,71.33063545380533,633.4788638836908,217.86440884643804,,
2025-01-23 19:00:00,105424.39,105514.73,103399.98,103770.04,1841.09666,103851.437,104152.57048637894,56.838895360789316,565.4107363973308,287.3736743566166,,
2025-01-23 20:00:00,103770.05,106421.03,102559.2,103284.48,9302.16037,104011.524,103994.73585249187,55.551126666234545,466.9034486356977,323.27962921243284,106017.04292840225,100313.94207159776
2025-01-23 21:00:00,103284.01,103410.57,102195.7,103079.08,2569.80136,104124.98300000001,103828.25297022061,52.04684529088499,368.0193519719178,332.2275737643298,106022.62149856576,100323.07750143424
2025-01-23 22:00:00,103079.08,104700.0,102981.07,103978.82,1845.24984,104359.307,103855.62879381685,59.363637812086736,358.1262351900659,337.40730604947703,106099.64156007962,100378.40543992037
2025-01-23 23:00:00,103978.82,104544.48,103776.06,103910.34,723.19154,104499.113,103865.57628585015,62.519758501609154,340.83121508815384,338.09208785721245,106162.54006033066,100460.41593966934
2025-01-24 00:00:00,103910.35,104157.98,103424.58,103446.62,794.72778,104322.425,103789.40241569557,59.38639018411695,286.4049604204047,327.7546623698509,106171.25706686162,100588.83893313837
2025-01-24 01:00:00,103446.62,103900.0,103039.87,103234.3,733.04731,104119.503,103688.47470375091,56.90273206497013,223.5622257329087,306.91617504246244,106178.9955641024,100651.2784358976
2025-01-24 02:00:00,103234.3,103545.39,102956.72,103016.01,790.61956,103907.186,103566.20839397801,57.46006595238063,154.36529997225443,276.40600002842086,106170.42861477089,100735.77638522912
2025-01-24 03:00:00,103016.0,104298.0,102750.0,103891.75,1466.83904,103703.58300000001,103625.3977768911,57.45565155542485,168.25163676976808,254.77512737669034,106212.82583802985,100811.52716197015
2025-01-24 04:00:00,103891.75,104924.4,103804.77,104631.99,924.65561,103624.34300000001,103808.41454472908,46.01169516843875,236.26433213226846,251.07296832780597,106305.48023466322,100960.4967653368
2025-01-24 05:00:00,104631.98,105262.13,104543.21,105222.15,885.69764,103769.554,104065.45735477834,49.73583488818473,333.93645149454824,267.64566496115447,106405.03755414265,101215.95344585733
2025-01-24 06:00:00,105222.15,105355.0,104628.0,104991.01,677.90826,103940.20700000001,104233.73965390955,49.066602159722734,388.21612961034407,291.75975789099243,106416.67460021311,101535.05639978686
2025-01-24 07:00:00,104991.01,105181.82,104660.0,105046.8,654.2354,104136.97899999999,104381.56880774417,43.88575188220406,430.7693118422758,319.5616686812491,106417.67274812506,101844.28925187494
2025-01-24 08:00:00,105046.79,105650.0,104922.41,105500.76,938.64874,104289.173,104585.05811542705,50.5336909442353,495.412980977344,354.7319311404681,106362.80727311897,102285.67272688104
2025-01-24 09:00:00,105500.76,105759.0,105053.8,105146.67,853.1257,104412.80600000001,104687.16936716757,61.75676345046573,512.1675025962613,386.21904543162674,106335.82707837637,102576.09192162362
2025-01-24 10:00:00,105146.67,105428.0,105051.46,105416.75,671.89744,104609.819,104819.82039131892,68.90595213817686,541.0024411569757,417.17572457669655,106365.33071504677,102566.91328495323
2025-01-24 11:00:00,105416.75,105527.69,105214.15,105420.1,516.72232,104828.399,104928.96213835184,71.52820437365503,557.6958837198472,445.27975640532674,106388.2311241407,102559.6708758593
2025-01-24 12:00:00,105420.11,105586.29,105183.65,105526.58,627.41495,105079.456,105037.61993137877,66.66465683572207,572.9134141184477,470.8064879479509,106443.44753415002,102543.19446585
2025-01-24 13:00:00,105526.58,105793.61,104982.03,105118.07,752.6107,105202.08799999999,105052.24721658262,62.116387465965325,545.719360566145,485.7890624715898,106308.92512449756,102596.74587550244
2025-01-24 14:00:00,105118.06,106321.66,104669.17,105758.0,2210.34491,105314.68899999998,105180.56590447668,72.39674578688712,569.2430011098913,502.4798501992501,106367.88359466655,102571.14840533343
2025-01-24 15:00:00,105758.0,105990.5,105259.49,105859.98,1331.94447,105378.472,105304.09574002637,75.99817020282231,589.3212607825117,519.8481323159024,106539.17155751456,102608.85444248542
2025-01-24 16:00:00,105859.99,106174.99,105589.0,105645.89,1432.51588,105443.95999999999,105366.24015093065,76.06143247303575,581.2577746481547,532.1300607823529,106614.30758614579,102769.8594138542
2025-01-24 17:00:00,105645.88,106699.99,105612.0,106458.46,1372.53034,105585.126,105564.82557803416,75.75792243450422,633.136607167995,552.3313700594813,106780.38824128768,102941.71675871235
2025-01-24 18:00:00,106458.47,107120.0,106056.95,106327.72,1755.13607,105667.822,105703.53365475521,69.38921120454077,656.13778242236,573.0926525320571,106957.07747074326,102999.91752925677
2025-01-24 19:00:00,106327.31,106606.01,105687.0,105760.94,923.18803,105729.249,105713.97117207243,56.193714665397664,621.4680732065754,582.7677366669608,107012.01035634529,103130.0446436547
2025-01-24 20:00:00,105760.93,105781.0,104736.84,104859.11,1341.56971,105673.48500000002,105558.54186805926,48.68630208478586,515.2820836704923,569.2706060676671,106930.60473873145,103352.69926126856
2025-01-24 21:00:00,104859.4,105391.47,104859.4,105124.61,748.98359,105643.93600000002,105479.64516477575,50.74389709917415,447.3952590063709,544.8955366554079,106784.36215080936,103687.97284919066
2025-01-24 22:00:00,105124.61,105477.0,104706.08,104777.25,540.29145,105569.003,105351.93695299834,42.93900989403298,361.3994247651717,508.1963142773607,106495.07843581714,104153.38056418284
2025-01-24 23:00:00,104777.25,104925.2,104456.89,104870.5,664.58527,105544.246,105264.40296154408,47.160176454256614,297.34400563300005,466.0258525484886,106359.14123987056,104387.19276012942
2025-01-25 00:00:00,104870.51,104870.51,104361.89,104419.59,772.42555,105410.405,105110.8006048997,40.11397344585266,207.79957177580218,414.38059639395135,106385.99830957844,104339.09569042154
2025-01-25 01:00:00,104419.58,104815.01,104380.15,104738.0,449.96362,105298.20700000001,105043.01867673613,43.635155663880916,160.67581793584395,363.63964070232987,106398.03432658623,104278.64467341377
2025-01-25 02:00:00,104738.01,104830.27,104473.67,104559.54,266.96726,105189.572,104955.1134627841,41.09592068239066,107.68830916735169,312.44937439533425,106422.78873772002,104210.74326228001
2025-01-25 03:00:00,104559.54,105280.82,104461.0,105202.4,540.50196,105063.96599999999,105000.07465136879,50.74435050938525,116.22894122431171,273.20528776112974,106424.74667839127,104224.34532160874
2025-01-25 04:00:00,105202.4,105202.4,104620.0,104648.0,332.21617,104895.99399999999,104936.06107839264,40.05223027204912,77.37013225215196,234.0382566593342,106418.83834697728,104144.97765302274
2025-01-25 05:00:00,104647.99,104701.18,104236.95,104365.97,368.22303,104756.497,104832.40815504851,37.02933919526886,23.54536588076735,191.93967850362085,106450.74881224839,104034.99718775159
2025-01-25 06:00:00,104365.96,104480.0,104216.81,104308.0,464.86744,104701.386,104737.06121776697,38.061098647705684,-23.51774584472878,148.84819363395093,106461.6631820011,103913.20781799889
2025-01-25 07:00:00,104308.0,104523.25,104287.24,104385.98,241.89788,104627.523,104673.22826908206,28.715327987379993,-53.90191889638663,108.29817112788342,106453.39049159756,103818.06850840242
2025-01-25 08:00:00,104385.99,104497.54,104135.71,104341.98,360.1847,104583.996,104613.00131106713,29.23621945149671,-80.60288731126639,70.51795944005346,106426.29130609806,103726.70769390192
2025-01-25 09:00:00,104341.99,104450.48,104276.41,104366.63,262.45644,104533.609,104568.20652723675,33.55615257063748,-98.63751627094462,36.686864297853845,106425.18779423166,103652.66720576838
2025-01-25 10:00:00,104366.62,104661.04,104106.09,104540.0,367.66841,104545.65,104563.07806773914,45.45576235706251,-97.81305159525073,9.78688111923293,106338.04652509722,103618.0084749028
2025-01-25 11:00:00,104540.0,104700.01,104391.27,104670.99,264.28735,104538.949,104582.69841905929,43.2829676838515,-85.60308010748122,-9.291111126109898,106218.90935527028,103618.24664472973
2025-01-25 12:00:00,104670.99,104792.0,104456.0,104753.07,258.87101,104558.302,104613.67507013942,49.611423943227514,-68.51363714577747,-21.135616330043412,106129.67302105407,103618.20097894591
2025-01-25 13:00:00,104753.08,104868.0,104629.31,104717.04,395.63454,104509.76599999999,104632.46869375043,47.48767247081003,-57.21787827668595,-28.35206871937192,105797.58985572036,103776.14214427966
2025-01-25 14:00:00,104717.05,104721.99,104473.16,104600.01,268.90837,104504.96699999999,104626.56711306854,53.316227125348256,-57.051595649594674,-34.09197410541647,105405.92666829139,103995.03433170862
2025-01-25 15:00:00,104600.0,105111.11,104594.01,104897.79,540.7027,104558.149,104675.88036523788,52.959479632393936,-32.51662668933568,-33.77690462220031,105168.45450006849,104146.19149993152
2025-01-25 16:00:00,104897.79,104989.49,104591.67,104654.9,424.39657,104592.839,104672.06575337645,51.724998733746745,-32.299353268172126,-33.48139435139468,105149.35295207467,104144.87204792534
2025-01-25 17:00:00,104654.91,104934.39,104449.75,104899.71,546.35715,104644.212,104713.4556163989,43.60336600437056,-12.232038157366333,-29.23152311258901,105101.85566894306,104169.87933105693
2025-01-25 18:00:00,104899.72,105286.52,104843.25,104983.49,486.25249,104708.363,104762.55277705364,58.850157487377274,10.312918560855906,-21.322634777900028,105133.95949115127,104158.39950884873
2025-01-25 19:00:00,104983.5,105187.5,104909.09,105055.16,374.57154,104777.216,104815.75409031661,70.45037773808154,33.5760850089282,-10.34289082053438,105167.45786513164,104143.36713486837
2025-01-25 20:00:00,105055.16,105200.0,104965.7,104965.71,216.431,104819.787,104843.01880116813,69.15835037372335,44.28396658494603,0.5824806605617017,105200.03233125887,104165.40466874113
2025-01-25 21:00:00,104965.71,105123.5,104866.66,105102.84,391.43699,104862.972,104890.25901913755,70.18573375533586,63.107817203359446,13.087547969121252,105251.1672016936,104150.7537983064
2025-01-25 22:00:00,105102.84,105250.0,105004.53,105077.54,221.14763,104895.419,104924.31010656708,70.93274747290744,75.11843729238899,25.4937258337748,105297.42833927955,104156.29266072044
2025-01-25 23:00:00,105077.54,105134.9,104696.0,104746.85,251.95397,104898.4,104892.04463264579,59.21522055259334,57.29258764939732,31.853498196899306,105229.28709170264,104178.87890829738
2025-01-26 00:00:00,104746.86,104841.84,104515.44,104599.96,379.34566,104898.39499999999,104838.9383358011,51.472119105140294,30.955838354770094,31.673966228473464,105228.40229040354,104174.95970959649
2025-01-26 01:00:00,104599.95,104772.0,104503.7,104621.37,307.90424,104870.753,104799.38045656453,48.712466397500435,11.676780208203127,27.6745290244194,105218.81183210766,104210.09016789231
2025-01-26 02:00:00,104621.37,104718.16,104520.03,104696.25,174.90631,104874.88799999999,104780.62946446189,48.52011209851315,2.4123696351598483,22.62209714656749,105200.8575246334,104266.86947536662
2025-01-26 03:00:00,104696.25,105273.24,104696.24,105062.42,453.45121,104891.15900000001,104831.864107287,57.67552047220314,24.336579361275653,22.964993589509124,105226.50415031049,104308.8668496895
2025-01-26 04:00:00,105062.41,105500.0,104978.82,105174.27,472.09784,104910.23700000001,104894.1197241439,62.79146433821923,50.158833940309705,28.403761659669243,105256.37107208457,104362.22892791544
2025-01-26 05:00:00,105174.28,105200.0,105013.6,105094.12,304.64182,104914.133,104930.48341066318,54.84270400134189,63.424602240804234,35.40792977589624,105258.13775516607,104433.21124483392
2025-01-26 06:00:00,105094.13,105118.78,104959.2,104990.75,243.85071,104916.63700000002,104941.44097236078,58.89645307409096,64.8491830774874,41.29618043621448,105259.04092278914,104477.38307721089
2025-01-26 07:00:00,104990.75,105100.0,104950.0,104998.35,208.35672,104906.188,104951.7880682952,52.98847510210019,65.83255344151985,46.20345503727555,105267.98045740313,104501.17954259687
2025-01-26 08:00:00,104998.36,105221.36,104863.31,105030.4,283.50224,104901.474,104966.08114678698,51.46721214054678,68.40946693536534,50.64465741689351,105281.88072460852,104515.01227539149
2025-01-26 09:00:00,105030.4,105030.41,104444.01,104630.03,621.23723,104889.79199999999,104904.98093828025,38.970897260948895,37.71047361077217,48.057820655669246,105288.02736834262,104500.16463165736
2025-01-26 10:00:00,104630.02,104722.9,104500.0,104715.29,252.60356,104901.325,104870.49167677473,43.489225841340705,20.030174298211932,42.452291384177784,105278.75997858075,104520.96002141922
2025-01-26 11:00:00,104715.29,104847.69,104662.05,104818.69,183.22383,104921.057,104861.07319008841,42.4803772646199,14.1982568960957,36.80148448656137,105276.54327666597,104515.26672333403
2025-01-26 12:00:00,104818.68,104890.0,104703.58,104890.0,194.47816,104940.432,104866.33261007234,45.15500671695785,15.155834351447993,32.47235445953869,105271.09216912923,104544.22783087078
2025-01-26 13:00:00,104890.0,105126.11,104838.43,104961.73,523.63296,104930.36300000001,104883.67759005917,56.4088186872179,21.455408319598064,30.268965231550567,105274.96511014774,104546.55688985229
2025-01-26 14:00:00,104961.74,105003.54,104804.0,104944.0,213.25317,104907.33600000001,104894.64530095749,61.11757406545671,24.73210691777058,29.161593568794572,105271.75651803263,104545.81648196737
2025-01-26 15:00:00,104944.0,105093.22,104887.7,104967.01,205.5937,104894.625,104907.80251896521,61.15773978616813,28.853029102479923,29.099880675531644,105261.96612292262,104546.79187707738
2025-01-26 16:00:00,104967.02,105040.64,104896.0,104938.02,165.96771,104889.352,104913.29660642607,58.04296768441599,29.44026979872433,29.167958500170183,105259.79534472858,104546.19365527142
2025-01-26 17:00:00,104938.01,105050.0,104912.53,104945.11,182.38164,104884.028,104919.08085980314,44.87241129109806,30.130441058747238,29.3604550118856,105240.08673530817,104550.12926469184
2025-01-26 18:00:00,104945.12,105260.36,104906.89,105175.11,355.09947,104898.499,104965.6316125662,50.03327892493211,48.67538502534444,33.22344101457737,105258.32851459246,104541.64448540754
2025-01-26 19:00:00,105175.11,105240.0,105040.0,105081.63,162.9862,104943.65900000001,104986.72222846326,49.51034585499372,55.193100269534625,37.617372865568825,105276.22293818583,104557.22806181414
2025-01-26 20:00:00,105081.64,105200.0,104918.52,104949.99,206.60846,104967.129,104980.04364146994,48.43670895785726,49.1693945461011,39.92777720167528,105261.42323380293,104607.03076619707
2025-01-26 21:00:00,104949.99,105006.0,104552.48,104557.19,392.99714,104940.979,104903.16116120266,36.93911869545093,12.555159069946967,34.45325357532962,105272.09801114738,104589.93798885265
2025-01-26 22:00:00,104557.19,104730.98,104300.01,104330.22,499.61588,104885.001,104798.99004098399,31.415558080030465,-34.38015543780057,20.68657177270358,105336.17029452293,104489.26270547709
2025-01-26 23:00:00,104330.21,104330.21,102520.44,102620.0,2824.77652,104650.82800000001,104402.81003353235,18.530637550373484,-207.18884736907785,-24.888512055652708,105894.42656450554,103686.76443549445
2025-01-27 00:00:00,102620.01,103260.0,101600.0,101728.0,2400.53641,104329.228,103916.48093652647,12.662328734591952,-411.3758413623,-102.18597791698218,106360.99921105563,102875.56478894435
2025-01-27 01:00:00,101728.0,102085.04,101168.8,101308.29,2370.58762,103963.356,103442.26440261255,9.339121732442209,-600.1445022816479,-201.77768278991533,106697.26368356106,102160.71731643894
2025-01-27 02:00:00,101308.29,101688.0,100835.25,101000.0,2318.03151,103569.554,102998.21632941026,7.287105317480652,-765.793857676792,-314.58091776729066,106947.23647004052,101511.6695299595
2025-01-27 03:00:00,100999.99,101858.19,100720.53,101395.64,1264.73165,103214.607,102706.83881497203,13.443989527572,-855.2880950071558,-422.7223532152637,107018.47352957352,101080.16147042646
2025-01-27 04:00:00,101395.64,101399.99,100227.01,100410.04,2009.08815,102738.1,102289.23903043165,11.217975036951742,-994.2811516619113,-537.0341129045933,107161.47470933541,100475.12429066458
2025-01-27 05:00:00,100410.04,100732.0,99713.37,100374.08,2629.73313,102267.345,101941.02829762589,10.8004076205237,-1094.7166102756019,-648.570612378795,107258.56079967435,99952.44320032567
2025-01-27 06:00:00,100374.07,100491.99,98721.0,98956.32,3833.59486,101667.97799999999,101398.3540616939,8.730730382660198,-1274.027620753288,-773.6620140536936,107475.30999047862,99159.7970095214
2025-01-27 07:00:00,98956.31,99415.92,97777.77,99048.02,4179.21805,101117.061,100971.02059593136,9.783994860722544,-1392.6795221730863,-897.4655156775723,107534.53555121407,98523.50444878594
2025-01-27 08:00:00,99048.01,99367.73,98700.0,99043.77,1840.48751,100588.416,100620.6113966711,6.858128741545855,-1470.108453232213,-1011.9941031885005,107485.857677142,97987.55932285798
2025-01-27 09:00:00,99043.78,99533.33,98800.0,99424.38,1569.8658,100268.854,100403.11477909453,11.739921413741072,-1483.6567216889962,-1106.3266268885998,107307.4377398372,97612.2442601628
2025-01-27 10:00:00,99424.37,99454.76,98263.49,98392.74,1793.67761,99935.32800000001,100037.59209198643,10.465866407818467,-1559.6597614008497,-1196.99325379105,107155.28792695607,97109.26807304395
2025-01-27 11:00:00,98392.74,99362.03,98324.01,98761.13,1586.35827,99680.612,99805.50807526162,14.951975754468009,-1572.0451656035584,-1272.0036361535517,106874.31587323658,96769.65212676344
2025-01-27 12:00:00,98761.12,100910.27,98714.28,100619.68,2164.86447,99642.58,99953.53933430495,31.260504710958756,-1415.573386382297,-1300.7175861993007,106463.01479583836,96749.11920416166
